time;true_x_rob0; true_y_rob0; true_heading_rob0
19.168;-1.90905; 1.39499; -1.57301
19.184;-1.90704; 1.395; -1.57301
19.2;-1.90503; 1.395; -1.57302
19.216;-1.90302; 1.39501; -1.57302
19.232;-1.90101; 1.39501; -1.57303
19.248;-1.899; 1.39502; -1.57303
19.264;-1.89699; 1.39502; -1.57304
19.28;-1.89498; 1.39502; -1.57304
19.296;-1.89298; 1.39503; -1.57305
19.312;-1.89097; 1.39503; -1.57305
19.328;-1.88896; 1.39504; -1.57306
19.344;-1.88695; 1.39504; -1.57306
19.36;-1.88494; 1.39505; -1.57307
19.376;-1.88293; 1.39505; -1.57307
19.392;-1.88092; 1.39506; -1.57307
19.408;-1.87891; 1.39506; -1.57307
19.424;-1.8769; 1.39507; -1.57308
19.44;-1.87489; 1.39507; -1.57308
19.456;-1.87288; 1.39507; -1.57308
19.472;-1.87087; 1.39508; -1.57308
19.488;-1.86886; 1.39508; -1.57308
19.504;-1.86685; 1.39509; -1.57308
19.52;-1.86484; 1.39509; -1.57308
19.536;-1.86283; 1.3951; -1.57308
19.552;-1.86082; 1.3951; -1.57308
19.568;-1.85881; 1.39511; -1.57308
19.584;-1.8568; 1.39511; -1.57307
19.6;-1.85479; 1.39512; -1.57307
19.616;-1.85278; 1.39512; -1.57307
19.632;-1.85077; 1.39513; -1.57307
19.648;-1.84876; 1.39513; -1.57306
19.664;-1.84675; 1.39513; -1.57306
19.68;-1.84475; 1.39514; -1.57306
19.696;-1.84274; 1.39514; -1.57305
19.712;-1.84073; 1.39515; -1.57305
19.728;-1.83872; 1.39515; -1.57304
19.744;-1.83671; 1.39516; -1.57304
19.76;-1.8347; 1.39516; -1.57303
19.776;-1.83269; 1.39517; -1.57302
19.792;-1.83068; 1.39517; -1.57302
19.808;-1.82867; 1.39517; -1.57301
19.824;-1.82666; 1.39518; -1.57301
19.84;-1.82465; 1.39518; -1.573
19.856;-1.82264; 1.39519; -1.573
19.872;-1.82063; 1.39519; -1.573
19.888;-1.81862; 1.3952; -1.57299
19.904;-1.81661; 1.3952; -1.57299
19.92;-1.8146; 1.39521; -1.57299
19.936;-1.81259; 1.39521; -1.57299
19.952;-1.81058; 1.39521; -1.57299
19.968;-1.80857; 1.39522; -1.57299
19.984;-1.80656; 1.39522; -1.57299
20;-1.80455; 1.39523; -1.57299
20.016;-1.80254; 1.39523; -1.57299
20.032;-1.80053; 1.39524; -1.57299
20.048;-1.79852; 1.39524; -1.57299
20.064;-1.79651; 1.39525; -1.57299
20.08;-1.79451; 1.39525; -1.57299
20.096;-1.7925; 1.39525; -1.57299
20.112;-1.79049; 1.39526; -1.573
20.128;-1.78848; 1.39526; -1.573
20.144;-1.78647; 1.39527; -1.573
20.16;-1.78446; 1.39527; -1.573
20.176;-1.78245; 1.39528; -1.57301
20.192;-1.78044; 1.39528; -1.57301
20.208;-1.77843; 1.39529; -1.57302
20.224;-1.77642; 1.39529; -1.57302
20.24;-1.77441; 1.39529; -1.57303
20.2561;-1.7724; 1.3953; -1.57303
20.2721;-1.77039; 1.3953; -1.57304
20.2881;-1.76838; 1.39531; -1.57304
20.3041;-1.76637; 1.39531; -1.57305
20.3201;-1.76436; 1.39532; -1.57305
20.3361;-1.76235; 1.39532; -1.57306
20.3521;-1.76034; 1.39533; -1.57306
20.3681;-1.75833; 1.39533; -1.57307
20.3841;-1.75632; 1.39533; -1.57307
20.4001;-1.75431; 1.39534; -1.57307
20.4161;-1.7523; 1.39534; -1.57308
20.4321;-1.75029; 1.39535; -1.57308
20.4481;-1.74828; 1.39535; -1.57308
20.4641;-1.74627; 1.39536; -1.57308
20.4801;-1.74427; 1.39536; -1.57308
20.4961;-1.74226; 1.39537; -1.57308
20.5121;-1.74025; 1.39537; -1.57308
20.5281;-1.73824; 1.39538; -1.57308
20.5441;-1.73623; 1.39538; -1.57308
20.5601;-1.73422; 1.39539; -1.57308
20.5761;-1.73221; 1.39539; -1.57308
20.5921;-1.7302; 1.39539; -1.57307
20.6081;-1.72819; 1.3954; -1.57307
20.6241;-1.72618; 1.3954; -1.57307
20.6401;-1.72417; 1.39541; -1.57307
20.6561;-1.72216; 1.39541; -1.57306
20.6721;-1.72015; 1.39542; -1.57306
20.6881;-1.71814; 1.39542; -1.57305
20.7041;-1.71613; 1.39543; -1.57305
20.7201;-1.71412; 1.39543; -1.57304
20.7361;-1.71211; 1.39544; -1.57304
20.7521;-1.7101; 1.39544; -1.57303
20.7681;-1.70809; 1.39544; -1.57303
20.7841;-1.70608; 1.39545; -1.57302
20.8001;-1.70407; 1.39545; -1.57302
20.8161;-1.70206; 1.39546; -1.57301
20.8321;-1.70005; 1.39546; -1.57301
20.8481;-1.69804; 1.39547; -1.573
20.8641;-1.69603; 1.39547; -1.573
20.8801;-1.69403; 1.39548; -1.573
20.8961;-1.69202; 1.39548; -1.57299
20.9121;-1.69001; 1.39548; -1.57299
20.9281;-1.688; 1.39549; -1.57299
20.9441;-1.68599; 1.39549; -1.57299
20.9601;-1.68398; 1.3955; -1.57299
20.9761;-1.68197; 1.3955; -1.57299
20.9921;-1.67996; 1.39551; -1.57299
21.0081;-1.67795; 1.39551; -1.57299
21.0241;-1.67594; 1.39552; -1.57299
21.0401;-1.67393; 1.39552; -1.57299
21.0561;-1.67192; 1.39552; -1.57299
21.0721;-1.66991; 1.39553; -1.57299
21.0881;-1.6679; 1.39553; -1.57299
21.1041;-1.66589; 1.39554; -1.57299
21.1201;-1.66388; 1.39554; -1.573
21.1361;-1.66187; 1.39555; -1.573
21.1521;-1.65986; 1.39555; -1.573
21.1681;-1.65785; 1.39556; -1.57301
21.1841;-1.65584; 1.39556; -1.57301
21.2001;-1.65383; 1.39556; -1.57302
21.2161;-1.65182; 1.39557; -1.57302
21.2321;-1.64981; 1.39557; -1.57303
21.2481;-1.6478; 1.39558; -1.57303
21.2641;-1.64579; 1.39558; -1.57304
21.2801;-1.64379; 1.39559; -1.57304
21.2961;-1.64178; 1.39559; -1.57305
21.3121;-1.63977; 1.3956; -1.57305
21.3281;-1.63776; 1.3956; -1.57306
21.3441;-1.63575; 1.3956; -1.57306
21.3601;-1.63374; 1.39561; -1.57306
21.3761;-1.63173; 1.39561; -1.57307
21.3921;-1.62972; 1.39562; -1.57307
21.4081;-1.62771; 1.39562; -1.57307
21.4241;-1.6257; 1.39563; -1.57308
21.4401;-1.62369; 1.39563; -1.57308
21.4561;-1.62168; 1.39564; -1.57308
21.4721;-1.61967; 1.39564; -1.57308
21.4881;-1.61766; 1.39565; -1.57308
21.5041;-1.61565; 1.39565; -1.57308
21.5201;-1.61364; 1.39565; -1.57308
21.5361;-1.61163; 1.39566; -1.57308
21.5521;-1.60962; 1.39566; -1.57308
21.5681;-1.60761; 1.39567; -1.57308
21.5841;-1.6056; 1.39567; -1.57308
21.6001;-1.60359; 1.39568; -1.57307
21.6161;-1.60158; 1.39568; -1.57307
21.6321;-1.59957; 1.39569; -1.57307
21.6481;-1.59756; 1.39569; -1.57307
21.6641;-1.59556; 1.3957; -1.57306
21.6801;-1.59355; 1.3957; -1.57306
