time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_wheel_x; kal_wheel_y; kal_wheel_heading; kal_acc_x; kal_acc_y; kal_acc_heading
5.04; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -0.00410632; 0.0426969; 9.80894; 27.0036; 31.5468; 0.667011; -0.0881359; -1.63396; 0.514084; -0.140651; -1.63396; 0.547996; -0.31185; -1.64363; 0.659791; -0.174237; -1.63396
5.056; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -0.00246156; 0.0107802; 9.80718; 27.1008; 31.6476; 0.668815; -0.0899791; -1.63525; 0.513955; -0.142676; -1.63525; 0.547864; -0.313875; -1.64492; 0.661864; -0.177012; -1.63525
5.072; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -0.0014544; -0.0246331; 9.8112; 27.2052; 31.7628; 0.67062; -0.0918219; -1.63914; 0.51381; -0.144922; -1.63914; 0.547706; -0.316121; -1.64881; 0.663937; -0.179786; -1.63914
5.088; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -0.000621391; -0.0238393; 9.81069; 27.2988; 31.8528; 0.672426; -0.0936646; -1.63784; 0.513682; -0.1468; -1.63784; 0.547581; -0.317998; -1.64751; 0.666002; -0.18256; -1.63784
5.104; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00388918; -0.0204959; 9.80869; 27.4068; 31.9536; 0.674232; -0.0955082; -1.63525; 0.513539; -0.148935; -1.63525; 0.547446; -0.320134; -1.64492; 0.668059; -0.185334; -1.63525
5.12; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000326972; -0.0191005; 9.81005; 27.4896; 32.04; 0.676038; -0.0973519; -1.63655; 0.513427; -0.150666; -1.63655; 0.560565; -0.320802; -1.64549; 0.670109; -0.188109; -1.63655
5.136; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000703549; -0.0170183; 9.81; 27.576; 32.1444; 0.677845; -0.0991957; -1.64302; 0.513298; -0.152617; -1.64302; 0.560418; -0.322752; -1.65196; 0.672152; -0.190884; -1.64302
5.152; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000914839; -0.0136294; 9.80996; 27.6876; 32.256; 0.679652; -0.10104; -1.64302; 0.513133; -0.154899; -1.64302; 0.560253; -0.325034; -1.65196; 0.674189; -0.193659; -1.64302
5.168; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00106704; -0.0104269; 9.80994; 27.7812; 32.346; 0.68146; -0.102884; -1.64173; 0.512997; -0.156776; -1.64173; 0.56012; -0.326911; -1.65067; 0.67622; -0.196434; -1.64173
5.184; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00113627; -0.00693407; 9.80992; 27.9072; 32.4612; 0.683268; -0.104729; -1.63784; 0.512822; -0.159242; -1.63784; 0.55996; -0.329378; -1.64679; 0.678246; -0.19921; -1.63784
5.2; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00114262; -0.00319346; 9.80992; 27.99; 32.5332; 0.685076; -0.106574; -1.63396; 0.512716; -0.160826; -1.63396; 0.559863; -0.330962; -1.6429; 0.680269; -0.201986; -1.63396
5.216; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00110349; 0.000745215; 9.80991; 28.0908; 32.6592; 0.686884; -0.108419; -1.64302; 0.512569; -0.163146; -1.64302; 0.559684; -0.33328; -1.65196; 0.682289; -0.204762; -1.64302
5.232; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.0010334; 0.00482662; 9.80991; 28.1952; 32.7528; 0.688692; -0.110264; -1.63914; 0.512423; -0.16517; -1.63914; 0.55955; -0.335305; -1.64808; 0.684308; -0.207538; -1.63914
5.248; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000944416; 0.00895862; 9.80991; 28.3032; 32.8536; 0.6905; -0.11211; -1.63655; 0.512277; -0.167305; -1.63655; 0.559412; -0.33744; -1.64549; 0.686325; -0.210315; -1.63655
5.264; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000843532; 0.0131283; 9.80991; 28.4004; 32.9544; 0.692308; -0.113956; -1.63784; 0.512143; -0.16933; -1.63784; 0.559275; -0.339465; -1.64679; 0.688343; -0.213092; -1.63784
5.28; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.00073897; 0.0172617; 9.80991; 28.494; 33.0732; 0.694116; -0.115802; -1.64691; 0.511997; -0.171502; -1.64691; 0.559099; -0.341635; -1.65585; 0.690362; -0.215869; -1.64691
5.296; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000636406; 0.0212896; 9.80991; 28.6056; 33.1632; 0.695924; -0.117648; -1.63914; 0.51184; -0.173563; -1.63914; 0.558966; -0.343697; -1.64808; 0.692384; -0.218646; -1.63914
5.312; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000539385; 0.0251542; 9.80991; 28.7136; 33.264; 0.697731; -0.119494; -1.63655; 0.511694; -0.175698; -1.63655; 0.558828; -0.345833; -1.64549; 0.694409; -0.221423; -1.63655
5.328; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000499845; 0.0282836; 9.80991; 28.8; 33.3648; 0.699538; -0.12134; -1.64173; 0.511568; -0.177613; -1.64173; 0.558687; -0.347747; -1.65067; 0.696439; -0.224201; -1.64173
5.344; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000454126; 0.032186; 9.8099; 28.9116; 33.4404; 0.701345; -0.123187; -1.62878; 0.511432; -0.179527; -1.62878; 0.558588; -0.349663; -1.63772; 0.698474; -0.226979; -1.62878
5.36; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000369038; 0.0352545; 9.80989; 29.0232; 33.5448; 0.703151; -0.125033; -1.62619; 0.511304; -0.181737; -1.62619; 0.558469; -0.351874; -1.63513; 0.700515; -0.229756; -1.62619
5.376; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000302525; 0.0351434; 9.80992; 29.1096; 33.6564; 0.704957; -0.12688; -1.63525; 0.511191; -0.183763; -1.63525; 0.558329; -0.353898; -1.6442; 0.702563; -0.232534; -1.63525
5.392; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000245962; 0.0346857; 9.80979; 29.1924; 33.7644; 0.706762; -0.128727; -1.64432; 0.511065; -0.185715; -1.64432; 0.558176; -0.355848; -1.65326; 0.704619; -0.235312; -1.64432
5.408; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000192841; 0.0338602; 9.80991; 29.2788; 33.8508; 0.708567; -0.130573; -1.64432; 0.510935; -0.187481; -1.64432; 0.558046; -0.357614; -1.65326; 0.706681; -0.23809; -1.64432
5.424; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000150381; 0.0326958; 9.80992; 29.4012; 33.9624; 0.710371; -0.13242; -1.64043; 0.510759; -0.189873; -1.64043; 0.557884; -0.360008; -1.64937; 0.70875; -0.240868; -1.64043
5.44; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 0.000115426; 0.0312039; 9.80993; 29.5092; 34.0596; 0.712175; -0.134267; -1.63655; 0.510613; -0.191972; -1.63655; 0.55775; -0.362107; -1.64549; 0.710825; -0.243646; -1.63655
5.456; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 8.70153e-05; 0.0294048; 9.80994; 29.592; 34.1496; 0.713979; -0.136113; -1.63914; 0.510496; -0.193739; -1.63914; 0.557627; -0.363873; -1.64808; 0.712907; -0.246424; -1.63914
5.472; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 6.50252e-05; 0.0272986; 9.80995; 29.7072; 34.254; 0.715782; -0.13796; -1.63525; 0.510343; -0.195985; -1.63525; 0.557486; -0.36612; -1.6442; 0.714994; -0.249202; -1.63525
5.488; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 4.87294e-05; 0.0249398; 9.80996; 29.8116; 34.38; 0.717585; -0.139807; -1.64302; 0.510191; -0.198341; -1.64302; 0.557306; -0.368475; -1.65196; 0.717086; -0.251979; -1.64302
5.504; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 3.67185e-05; 0.0223736; 9.80997; 29.916; 34.452; 0.719388; -0.141654; -1.63137; 0.51006; -0.200145; -1.63137; 0.557208; -0.37028; -1.64031; 0.719182; -0.254757; -1.63137
5.52; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.80649e-05; 0.0196222; 9.80998; 29.9916; 34.5528; 0.72119; -0.1435; -1.64043; 0.509951; -0.201949; -1.64043; 0.557074; -0.372083; -1.64937; 0.721282; -0.257535; -1.64043
5.536; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.21227e-05; 0.0167288; 9.80999; 30.0996; 34.6644; 0.722993; -0.145347; -1.64173; 0.509794; -0.204195; -1.64173; 0.556913; -0.374328; -1.65067; 0.723385; -0.260313; -1.64173
5.552; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.83341e-05; 0.0137401; 9.80999; 30.2148; 34.7616; 0.724795; -0.147194; -1.63525; 0.50964; -0.206366; -1.63525; 0.556779; -0.376501; -1.6442; 0.725491; -0.263091; -1.63525
5.568; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.52665e-05; 0.0107318; 9.81; 30.3048; 34.8624; 0.726597; -0.14904; -1.63914; 0.509514; -0.208318; -1.63914; 0.556642; -0.378452; -1.64808; 0.727598; -0.265869; -1.63914
5.584; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.26927e-05; 0.00770776; 9.81; 30.4056; 34.9776; 0.728399; -0.150887; -1.64432; 0.509363; -0.210527; -1.64432; 0.556474; -0.38066; -1.65326; 0.729706; -0.268647; -1.64432
5.6; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.09123e-05; 0.00471757; 9.81; 30.5172; 35.0712; 0.730201; -0.152734; -1.63784; 0.509208; -0.212625; -1.63784; 0.55634; -0.382759; -1.64679; 0.731814; -0.271425; -1.63784
5.616; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.84369e-06; 0.00181877; 9.81001; 30.6072; 35.172; 0.732004; -0.15458; -1.64173; 0.509077; -0.214576; -1.64173; 0.556197; -0.384709; -1.65067; 0.733921; -0.274203; -1.64173
5.632; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.29696e-06; -0.000945356; 9.81; 30.7152; 35.2764; 0.733806; -0.156427; -1.64043; 0.508923; -0.216747; -1.64043; 0.571466; -0.387582; -1.64839; 0.736027; -0.276981; -1.64043
5.648; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.11955e-06; -0.00353395; 9.81; 30.8052; 35.3628; 0.735609; -0.158274; -1.63914; 0.508797; -0.218551; -1.63914; 0.571344; -0.389386; -1.64709; 0.73813; -0.279759; -1.63914
5.664; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.1909e-06; -0.00590922; 9.81; 30.9096; 35.4708; 0.737412; -0.16012; -1.64043; 0.508648; -0.220723; -1.64043; 0.571191; -0.391558; -1.64839; 0.740231; -0.282536; -1.64043
5.68; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.41709e-06; -0.00803696; 9.81; 30.996; 35.5716; 0.739215; -0.161967; -1.64561; 0.508515; -0.222637; -1.64561; 0.571043; -0.393471; -1.65357; 0.742328; -0.285314; -1.64561
5.696; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.72604e-06; -0.00988707; 9.80999; 31.1148; 35.6796; 0.741019; -0.163813; -1.64173; 0.508341; -0.224956; -1.64173; 0.570882; -0.39579; -1.64968; 0.744421; -0.288092; -1.64173
5.712; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.55226e-05; -0.0115912; 9.80999; 31.2264; 35.7516; 0.742822; -0.16566; -1.62748; 0.508208; -0.226833; -1.62748; 0.570789; -0.39767; -1.63544; 0.746509; -0.29087; -1.62748
5.728; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -3.92805e-06; -0.0125943; 9.80999; 31.3128; 35.8632; 0.744627; -0.167506; -1.63655; 0.508093; -0.228859; -1.63655; 0.570647; -0.399694; -1.6445; 0.748593; -0.293648; -1.63655
5.744; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.04252e-06; -0.0134748; 9.80999; 31.428; 35.9712; 0.746431; -0.169353; -1.63396; 0.507942; -0.231142; -1.63396; 0.570505; -0.401977; -1.64191; 0.750671; -0.296425; -1.63396
5.76; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 9.58644e-06; -0.0140451; 9.80998; 31.5216; 36.0504; 0.748236; -0.171199; -1.62878; 0.507831; -0.232909; -1.62878; 0.570407; -0.403746; -1.63673; 0.752745; -0.299203; -1.62878
5.776; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.18723e-05; -0.0142265; 9.80998; 31.6152; 36.1764; 0.750041; -0.173046; -1.64043; 0.5077; -0.235157; -1.64043; 0.570237; -0.40599; -1.64839; 0.754812; -0.301981; -1.64043
5.792; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.40235e-05; -0.0140525; 9.80998; 31.7124; 36.2844; 0.751847; -0.174892; -1.64432; 0.507554; -0.237255; -1.64432; 0.570079; -0.408088; -1.65227; 0.756874; -0.304759; -1.64432
5.808; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.61902e-05; -0.0135272; 9.80998; 31.8132; 36.3564; 0.753653; -0.176739; -1.63396; 0.507424; -0.239021; -1.63396; 0.569976; -0.409856; -1.64191; 0.75893; -0.307536; -1.63396
5.824; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.83344e-05; -0.0126567; 9.80999; 31.9392; 36.4716; 0.755459; -0.178585; -1.63007; 0.507268; -0.241489; -1.63007; 0.569835; -0.412324; -1.63803; 0.760981; -0.310314; -1.63007
5.84; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.04213e-05; -0.0114508; 9.80999; 32.0076; 36.5832; 0.757266; -0.180432; -1.64561; 0.507158; -0.24333; -1.64561; 0.569682; -0.414163; -1.65357; 0.763027; -0.313092; -1.64561
5.856; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.34307e-05; -0.00995462; 9.80999; 32.1228; 36.6588; 0.759073; -0.182278; -1.63137; 0.507012; -0.245281; -1.63137; 0.569578; -0.416116; -1.63932; 0.765068; -0.315869; -1.63137
5.872; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.41934e-05; -0.00814217; 9.80999; 32.2092; 36.7848; 0.76088; -0.184124; -1.64561; 0.50688; -0.247454; -1.64561; 0.5694; -0.418286; -1.65357; 0.767104; -0.318647; -1.64561
5.888; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.39489e-05; -0.00604878; 9.81; 32.3208; 36.8784; 0.762687; -0.185971; -1.63914; 0.506723; -0.249551; -1.63914; 0.569263; -0.420384; -1.64709; 0.769136; -0.321425; -1.63914
5.904; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.35464e-05; -0.00371484; 9.81; 32.4396; 36.9684; 0.764495; -0.187817; -1.62878; 0.506577; -0.251686; -1.62878; 0.56915; -0.422522; -1.63673; 0.771165; -0.324202; -1.62878
5.92; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.29993e-05; -0.00117473; 9.81; 32.5188; 37.1088; 0.766303; -0.189664; -1.65079; 0.506447; -0.253933; -1.65079; 0.568945; -0.424763; -1.65874; 0.773191; -0.32698; -1.65079
5.936; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.23186e-05; 0.00153374; 9.81; 32.6304; 37.1808; 0.768111; -0.19151; -1.63655; 0.506296; -0.255809; -1.63655; 0.568835; -0.426642; -1.6445; 0.775214; -0.329757; -1.63655
5.952; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.15138e-05; 0.00436987; 9.81; 32.7204; 37.26; 0.769919; -0.193356; -1.63266; 0.506182; -0.25754; -1.63266; 0.568731; -0.428373; -1.64062; 0.777236; -0.332535; -1.63266
5.968; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 2.01504e-05; 0.00730322; 9.81; 32.814; 37.368; 0.771727; -0.195203; -1.63784; 0.506055; -0.259602; -1.63784; 0.568587; -0.430434; -1.6458; 0.779257; -0.335313; -1.63784
5.984; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 1.75054e-05; 0.0102918; 9.81; 32.9076; 37.4868; 0.773534; -0.197049; -1.64691; 0.505909; -0.261775; -1.64691; 0.568412; -0.432605; -1.65486; 0.781278; -0.33809; -1.64691
6; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; -3.29633e-06; 0.0137802; 9.81; 33.0228; 37.5948; 0.775342; -0.198895; -1.64432; 0.505735; -0.264056; -1.64432; 0.568247; -0.434886; -1.65227; 0.7833; -0.340868; -1.64432
6.016; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 5.29576e-05; 0.0162227; 9.80999; 33.1128; 37.6524; 0.77715; -0.200742; -1.63266; 0.505624; -0.265565; -1.63266; 0.568162; -0.436397; -1.64062; 0.785323; -0.343645; -1.63266
6.032; 0.502821; -0.13643; -1.22682; -2.39718; -3.64746e-05; 0.13643; 5.0732e-05; 0.0190555; 9.80999; 33.2064; 37.782; 0.778957; -0.202588; -1.64561; 0.505482; -0.267848; -1.64561; 0.567976; -0.438677; -1.65357; 0.787349; -0.346423; -1.64561
6.048; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 4.77969e-05; 0.0217564; 9.80998; 33.3396; 37.8756; 0.780765; -0.204434; -1.63137; 0.505308; -0.270166; -1.63137; 0.567852; -0.440999; -1.63932; 0.789377; -0.3492; -1.63137
6.064; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 4.42259e-05; 0.024289; 9.80997; 33.4008; 37.9764; 0.782571; -0.206281; -1.64561; 0.505208; -0.271824; -1.64561; 0.567716; -0.442653; -1.65357; 0.791409; -0.351978; -1.64561
6.08; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 3.92105e-05; 0.0266428; 9.80997; 33.5196; 38.0916; 0.784378; -0.208127; -1.64432; 0.505029; -0.274215; -1.64432; 0.567542; -0.445046; -1.65227; 0.793446; -0.354756; -1.64432
6.096; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 3.10122e-05; 0.0287497; 9.80996; 33.6204; 38.1888; 0.786184; -0.209973; -1.64302; 0.50488; -0.276239; -1.64302; 0.567397; -0.44707; -1.65098; 0.795487; -0.357533; -1.64302
6.112; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 2.15025e-05; 0.0305799; 9.80995; 33.7248; 38.2932; 0.78799; -0.21182; -1.64302; 0.504725; -0.278374; -1.64302; 0.567242; -0.449204; -1.65098; 0.797533; -0.360311; -1.64302
6.128; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 1.19822e-05; 0.0321188; 9.80994; 33.8436; 38.3724; 0.789795; -0.213666; -1.62878; 0.504579; -0.280398; -1.62878; 0.567139; -0.451231; -1.63673; 0.799586; -0.363088; -1.62878
6.144; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; 2.50967e-06; 0.0333438; 9.80994; 33.9264; 38.4696; 0.7916; -0.215512; -1.63396; 0.504472; -0.28224; -1.63396; 0.568668; -0.453155; -1.64181; 0.801644; -0.365866; -1.63396
6.16; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -6.85161e-06; 0.0342364; 9.80993; 34.0164; 38.5848; 0.793405; -0.217358; -1.64302; 0.504339; -0.284339; -1.64302; 0.568507; -0.455252; -1.65087; 0.803709; -0.368643; -1.64302
6.176; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.60338e-05; 0.0347827; 9.80993; 34.1244; 38.6712; 0.795209; -0.219204; -1.63525; 0.504195; -0.286327; -1.63525; 0.568386; -0.457241; -1.6431; 0.805781; -0.371421; -1.63525
6.192; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.44044e-05; 0.0347239; 9.80993; 34.2468; 38.7936; 0.797012; -0.221051; -1.63525; 0.504034; -0.288831; -1.63525; 0.568225; -0.459745; -1.6431; 0.80786; -0.374198; -1.63525
6.208; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -3.30612e-05; 0.0343088; 9.80992; 34.3188; 38.898; 0.798815; -0.222897; -1.64691; 0.503917; -0.290635; -1.64691; 0.568077; -0.461547; -1.65475; 0.809946; -0.376975; -1.64691
6.224; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -3.99247e-05; 0.0334935; 9.80994; 34.4124; 38.9916; 0.800618; -0.224743; -1.64691; 0.503771; -0.292548; -1.64691; 0.567931; -0.46346; -1.65475; 0.812039; -0.379753; -1.64691
6.24; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -5.53205e-05; 0.0324862; 9.80994; 34.5132; 39.0888; 0.80242; -0.226589; -1.64561; 0.503617; -0.294572; -1.64561; 0.567781; -0.465484; -1.65346; 0.814138; -0.38253; -1.64561
6.256; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -5.57284e-05; 0.0310216; 9.80995; 34.6176; 39.1788; 0.804222; -0.228435; -1.64043; 0.503468; -0.296559; -1.64043; 0.567647; -0.467472; -1.64828; 0.816244; -0.385308; -1.64043
6.272; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -5.76287e-05; 0.029269; 9.80995; 34.722; 39.2796; 0.806023; -0.230281; -1.63914; 0.503322; -0.298657; -1.63914; 0.567505; -0.469571; -1.64698; 0.818355; -0.388085; -1.63914
6.288; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -5.89409e-05; 0.0272296; 9.80996; 34.8336; 39.3984; 0.807824; -0.232127; -1.64173; 0.50316; -0.301013; -1.64173; 0.567334; -0.471926; -1.64957; 0.820473; -0.390862; -1.64173
6.304; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -4.10878e-05; 0.0243997; 9.80997; 34.9272; 39.4884; 0.809625; -0.233973; -1.64043; 0.503027; -0.30289; -1.64043; 0.567205; -0.473804; -1.64828; 0.822595; -0.393639; -1.64043
6.32; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.79405e-05; 0.0223912; 9.80998; 35.0388; 39.5784; 0.811425; -0.235819; -1.63266; 0.502883; -0.304952; -1.63266; 0.567085; -0.475867; -1.64051; 0.824721; -0.396417; -1.63266
6.336; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.013e-05; 0.019677; 9.80998; 35.136; 39.6972; 0.813225; -0.237665; -1.64043; 0.502746; -0.307161; -1.64043; 0.566922; -0.478075; -1.64828; 0.826851; -0.399194; -1.64043
6.352; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.32222e-05; 0.0168565; 9.80999; 35.2224; 39.7872; 0.815025; -0.239511; -1.64173; 0.50262; -0.308965; -1.64173; 0.566793; -0.479878; -1.64957; 0.828985; -0.401971; -1.64173
6.368; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.37409e-05; 0.0139187; 9.81; 35.3304; 39.906; 0.816825; -0.241357; -1.64561; 0.502456; -0.311284; -1.64561; 0.566615; -0.482196; -1.65346; 0.83112; -0.404748; -1.64561
6.384; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.32547e-05; 0.0109216; 9.81; 35.4384; 39.9924; 0.818625; -0.243203; -1.63784; 0.502307; -0.313271; -1.63784; 0.566489; -0.484185; -1.64569; 0.833258; -0.407525; -1.63784
6.4; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.25386e-05; 0.00791853; 9.81; 35.532; 40.1076; 0.820425; -0.245049; -1.64561; 0.502163; -0.315406; -1.64561; 0.566321; -0.486318; -1.65346; 0.835396; -0.410302; -1.64561
6.416; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.16288e-05; 0.00495345; 9.81001; 35.622; 40.194; 0.822225; -0.246895; -1.64432; 0.502028; -0.31721; -1.64432; 0.566189; -0.488121; -1.65216; 0.837534; -0.413079; -1.64432
6.432; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -2.05618e-05; 0.00206948; 9.81001; 35.7084; 40.3056; 0.824025; -0.24874; -1.65338; 0.501879; -0.319234; -1.65338; 0.566013; -0.490143; -1.66123; 0.839671; -0.415857; -1.65338
6.448; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.93731e-05; -0.000691798; 9.81001; 35.8236; 40.4028; 0.825825; -0.250586; -1.64691; 0.5017; -0.321403; -1.64691; 0.565854; -0.492315; -1.65475; 0.841807; -0.418634; -1.64691
6.464; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.80863e-05; -0.00329129; 9.81; 35.928; 40.4928; 0.827625; -0.252432; -1.64173; 0.501548; -0.32339; -1.64173; 0.565718; -0.494302; -1.64957; 0.843941; -0.421411; -1.64173
6.48; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.54062e-05; -0.00573386; 9.81; 36.0504; 40.6152; 0.829426; -0.254278; -1.64173; 0.50137; -0.325893; -1.64173; 0.56554; -0.496805; -1.64957; 0.846072; -0.424188; -1.64173
6.496; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -1.20657e-05; -0.00790951; 9.81; 36.1476; 40.7088; 0.831227; -0.256123; -1.64043; 0.501232; -0.327844; -1.64043; 0.565405; -0.498756; -1.64828; 0.8482; -0.426965; -1.64043
6.512; 0.49836; -0.262952; -1.60604; -2.40164; -3.19651e-05; 0.262952; -8.617e-06; -0.00982363; 9.80999; 36.2232; 40.806; 0.833028; -0.257969; -1.6482; 0.501108; -0.329611; -1.6482; 0.565261; -0.500522; -1.65605; 0.850324; -0.429742; -1.6482
