time;true_x_rob0; true_y_rob0; true_heading_rob0;true_x_rob1; true_y_rob1; true_heading_rob1;true_x_rob2; true_y_rob2; true_heading_rob2;true_x_rob3; true_y_rob3; true_heading_rob3;true_x_rob4; true_y_rob4; true_heading_rob4
23.1842;0.288982; 0.228772; -1.6716;0.105374; 0.292627; -1.7312;-0.0516021; 0.151777; -1.69215;0.0300496; 0.42063; -1.72499;0.00406262; 0.0247927; -1.69004
23.2002;0.290577; 0.228933; -1.67175;0.107105; 0.292907; -1.73164;-0.0496269; 0.152018; -1.69153;0.0317304; 0.420891; -1.72499;0.0057252; 0.0249938; -1.69018
23.2162;0.292173; 0.229095; -1.6719;0.108836; 0.293188; -1.73208;-0.0476516; 0.152257; -1.69091;0.0334112; 0.421152; -1.72499;0.00738781; 0.0251948; -1.69033
23.2322;0.293772; 0.229257; -1.67191;0.110564; 0.29347; -1.73242;-0.0456749; 0.152495; -1.69033;0.0350883; 0.421413; -1.72495;0.00905035; 0.0253959; -1.69056
23.2482;0.295372; 0.22942; -1.67191;0.112293; 0.293752; -1.73277;-0.0436982; 0.152732; -1.68976;0.0367654; 0.421674; -1.72491;0.0107129; 0.0255972; -1.6908
23.2642;0.296971; 0.229582; -1.67192;0.114021; 0.294035; -1.73312;-0.0417213; 0.152968; -1.68919;0.0384426; 0.421934; -1.72487;0.0123755; 0.0257967; -1.69104
23.2802;0.298571; 0.229744; -1.67192;0.115749; 0.294318; -1.73347;-0.0397444; 0.153202; -1.68862;0.0401197; 0.422195; -1.72483;0.0140381; 0.0259969; -1.69127
23.2962;0.300169; 0.229907; -1.67189;0.117477; 0.294602; -1.73373;-0.0377686; 0.153436; -1.68801;0.041792; 0.422454; -1.72479;0.0157018; 0.026198; -1.69155
23.3122;0.301768; 0.230069; -1.67186;0.119205; 0.294886; -1.73399;-0.0357927; 0.153668; -1.6874;0.0434642; 0.422714; -1.72474;0.0173654; 0.0263998; -1.69182
23.3282;0.303366; 0.230231; -1.67182;0.120933; 0.295171; -1.73425;-0.0338166; 0.153899; -1.68678;0.0451365; 0.422973; -1.7247;0.019029; 0.0266022; -1.6921
23.3442;0.304964; 0.230393; -1.67179;0.12266; 0.295456; -1.73452;-0.0318404; 0.154129; -1.68617;0.0468088; 0.423233; -1.72466;0.0206926; 0.0268051; -1.69237
23.3602;0.306563; 0.230555; -1.67176;0.124386; 0.295741; -1.73469;-0.0298628; 0.154357; -1.6856;0.0484761; 0.423491; -1.72462;0.0223573; 0.0270088; -1.69268
23.3762;0.308161; 0.230717; -1.67172;0.126111; 0.296027; -1.73487;-0.027885; 0.154585; -1.68504;0.0501435; 0.42375; -1.72457;0.024022; 0.0272132; -1.693
23.3922;0.30976; 0.230879; -1.67169;0.127836; 0.296313; -1.73504;-0.0259071; 0.154811; -1.68447;0.0518109; 0.424008; -1.72453;0.0256866; 0.027418; -1.69331
23.4082;0.311358; 0.231041; -1.67166;0.129561; 0.296599; -1.73522;-0.0239291; 0.155037; -1.6839;0.0534783; 0.424266; -1.72449;0.0273511; 0.0276233; -1.69362
23.4242;0.312954; 0.231202; -1.6718;0.131285; 0.296885; -1.73535;-0.0219497; 0.155261; -1.68337;0.0551433; 0.424524; -1.72444;0.0290156; 0.0278292; -1.69393
23.4402;0.314549; 0.231364; -1.67195;0.133009; 0.297171; -1.73549;-0.0199702; 0.155485; -1.68285;0.0568082; 0.424782; -1.7244;0.03068; 0.0280356; -1.69423
23.4562;0.316145; 0.231526; -1.67209;0.134732; 0.297458; -1.73562;-0.0179905; 0.155707; -1.68232;0.0584732; 0.42504; -1.72435;0.0323444; 0.0282424; -1.69454
23.4722;0.31774; 0.231688; -1.67224;0.136456; 0.297745; -1.73576;-0.0160108; 0.155928; -1.68179;0.0601382; 0.425297; -1.72431;0.0340087; 0.0284498; -1.69485
23.4882;0.31933; 0.23185; -1.6726;0.138177; 0.298031; -1.73581;-0.0140309; 0.156148; -1.68127;0.0617982; 0.425554; -1.72427;0.0356729; 0.0286576; -1.69506
23.5042;0.320919; 0.232012; -1.67295;0.139898; 0.298318; -1.73586;-0.0120509; 0.156368; -1.68074;0.0634583; 0.425811; -1.72422;0.0373372; 0.0288658; -1.69528
23.5202;0.322508; 0.232175; -1.67331;0.141619; 0.298605; -1.7359;-0.0100708; 0.156586; -1.68021;0.0651183; 0.426068; -1.72418;0.0390013; 0.0290744; -1.6955
23.5362;0.324097; 0.232339; -1.67367;0.14334; 0.298892; -1.73595;-0.00809055; 0.156803; -1.67968;0.0667784; 0.426324; -1.72413;0.0406654; 0.0292832; -1.69571
23.5522;0.325684; 0.232503; -1.67413;0.145059; 0.299178; -1.736;-0.00610896; 0.157019; -1.6792;0.0684335; 0.42658; -1.72409;0.042327; 0.0294921; -1.69584
23.5682;0.32727; 0.232668; -1.67459;0.146778; 0.299465; -1.73605;-0.00412726; 0.157234; -1.67871;0.0700886; 0.426836; -1.72404;0.0439886; 0.0297012; -1.69597
23.5842;0.328856; 0.232833; -1.67506;0.148497; 0.299751; -1.73609;-0.00214545; 0.157448; -1.67822;0.0717438; 0.427091; -1.724;0.0456502; 0.0299104; -1.69609
23.6002;0.330442; 0.232999; -1.67552;0.150215; 0.300038; -1.73614;-0.000163549; 0.157662; -1.67774;0.0733989; 0.427347; -1.72395;0.0473117; 0.0301198; -1.69622
23.6162;0.332036; 0.233167; -1.67566;0.151931; 0.300325; -1.73619;0.0018197; 0.157874; -1.67729;0.0750491; 0.427601; -1.72391;0.048972; 0.0303293; -1.69622
23.6322;0.333631; 0.233335; -1.6758;0.153647; 0.300611; -1.73624;0.00380305; 0.158086; -1.67685;0.0766992; 0.427856; -1.72386;0.0506323; 0.0305388; -1.69621
23.6482;0.335226; 0.233503; -1.67594;0.155364; 0.300898; -1.73629;0.00578648; 0.158297; -1.6764;0.0783493; 0.428111; -1.72381;0.0522925; 0.0307482; -1.69621
23.6642;0.336821; 0.233672; -1.67608;0.15708; 0.301184; -1.73633;0.00776992; 0.158507; -1.67595;0.0799994; 0.428365; -1.72376;0.0539528; 0.0309575; -1.6962
23.6802;0.338408; 0.23384; -1.67566;0.158795; 0.301471; -1.73634;0.00975459; 0.158716; -1.67554;0.0816459; 0.428619; -1.72376;0.0556119; 0.0311667; -1.69615
23.6962;0.339994; 0.234007; -1.67523;0.160509; 0.301757; -1.73634;0.0117393; 0.158924; -1.67513;0.0832924; 0.428873; -1.72375;0.0572709; 0.0313758; -1.6961
23.7122;0.341581; 0.234173; -1.67479;0.162224; 0.302044; -1.73634;0.013724; 0.159131; -1.67472;0.0849389; 0.429126; -1.72375;0.0589299; 0.0315848; -1.69606
23.7282;0.343168; 0.234339; -1.67436;0.163939; 0.30233; -1.73635;0.0157088; 0.159338; -1.6743;0.0865854; 0.42938; -1.72375;0.060589; 0.0317937; -1.69601
23.7442;0.344759; 0.234504; -1.67464;0.165652; 0.302616; -1.73635;0.0176936; 0.159544; -1.67389;0.0882269; 0.429633; -1.72375;0.0622456; 0.0320022; -1.69587
23.7602;0.34635; 0.23467; -1.67491;0.167364; 0.302903; -1.73636;0.0196785; 0.159749; -1.67347;0.0898684; 0.429886; -1.72375;0.0639023; 0.0322105; -1.69573
23.7762;0.347941; 0.234836; -1.67519;0.169076; 0.303189; -1.73636;0.0216635; 0.159953; -1.67306;0.0915099; 0.430139; -1.72375;0.0655589; 0.0324185; -1.6956
23.7922;0.349532; 0.235003; -1.67548;0.170789; 0.303475; -1.73636;0.0236486; 0.160157; -1.67264;0.0931515; 0.430392; -1.72374;0.0672157; 0.0326263; -1.69546
23.8082;0.351131; 0.235171; -1.67547;0.172499; 0.303761; -1.73636;0.0256339; 0.160359; -1.67223;0.094788; 0.430645; -1.72365;0.0688711; 0.0328336; -1.69528
23.8242;0.35273; 0.235339; -1.67547;0.174209; 0.304046; -1.73637;0.0276192; 0.160561; -1.67182;0.0964246; 0.430897; -1.72356;0.0705267; 0.0330407; -1.6951
23.8402;0.354329; 0.235507; -1.67547;0.175919; 0.304332; -1.73637;0.0296047; 0.160762; -1.67141;0.0980612; 0.431149; -1.72347;0.0721822; 0.0332475; -1.69492
23.8562;0.355928; 0.235675; -1.67546;0.177629; 0.304618; -1.73637;0.0315903; 0.160962; -1.671;0.0996977; 0.431401; -1.72337;0.0738378; 0.0334539; -1.69475
23.8722;0.357521; 0.235842; -1.67525;0.179339; 0.304904; -1.73637;0.0335773; 0.161162; -1.67064;0.101332; 0.431652; -1.72319;0.0754935; 0.0336601; -1.69448
23.8882;0.359114; 0.236009; -1.67503;0.181048; 0.305189; -1.73637;0.0355644; 0.16136; -1.67028;0.102966; 0.431903; -1.72301;0.0771492; 0.0338658; -1.69422
23.9042;0.360707; 0.236176; -1.67481;0.182758; 0.305475; -1.73638;0.0375516; 0.161558; -1.66992;0.1046; 0.432153; -1.72282;0.0788049; 0.0340711; -1.69395
23.9202;0.3623; 0.236342; -1.67459;0.184468; 0.305761; -1.73638;0.0395388; 0.161756; -1.66956;0.106234; 0.432404; -1.72264;0.0804607; 0.0342759; -1.69369
23.9362;0.363897; 0.236508; -1.67465;0.186176; 0.306046; -1.73638;0.0415274; 0.161952; -1.66925;0.107863; 0.432653; -1.72245;0.0821142; 0.0344799; -1.69342
23.9522;0.365494; 0.236674; -1.67472;0.187883; 0.306331; -1.73638;0.043516; 0.162149; -1.66893;0.109493; 0.432902; -1.72226;0.0837677; 0.0346835; -1.69316
23.9682;0.367091; 0.236841; -1.67478;0.189591; 0.306617; -1.73638;0.0455047; 0.162344; -1.66862;0.111122; 0.43315; -1.72208;0.0854213; 0.0348866; -1.69289
23.9842;0.368688; 0.237008; -1.67485;0.191298; 0.306902; -1.73638;0.0474934; 0.162539; -1.66831;0.112751; 0.433399; -1.72189;0.087075; 0.0350893; -1.69262
24.0002;0.370276; 0.237173; -1.67524;0.193004; 0.307187; -1.73633;0.0494822; 0.162733; -1.668;0.114378; 0.433646; -1.72162;0.0887288; 0.0352916; -1.69235
24.0162;0.371864; 0.23734; -1.67562;0.194711; 0.307472; -1.73628;0.051471; 0.162927; -1.66769;0.116005; 0.433893; -1.72134;0.0903827; 0.0354934; -1.69208
24.0322;0.373452; 0.237507; -1.67601;0.196417; 0.307757; -1.73624;0.0534599; 0.16312; -1.66738;0.117632; 0.43414; -1.72107;0.0920366; 0.0356948; -1.69181
24.0482;0.375039; 0.237675; -1.6764;0.198123; 0.308042; -1.73619;0.0554489; 0.163312; -1.66707;0.119259; 0.434386; -1.7208;0.0936906; 0.0358957; -1.69154
24.0642;0.376632; 0.237844; -1.67661;0.199827; 0.308326; -1.73614;0.0574391; 0.163504; -1.6668;0.120881; 0.434631; -1.72053;0.0953421; 0.0360958; -1.69127
24.0802;0.378225; 0.238013; -1.67683;0.201531; 0.308611; -1.73609;0.0594295; 0.163696; -1.66653;0.122504; 0.434876; -1.72026;0.0969937; 0.0362955; -1.691
24.0962;0.379817; 0.238183; -1.67704;0.203234; 0.308895; -1.73604;0.0614201; 0.163887; -1.66626;0.124126; 0.43512; -1.71999;0.0986453; 0.0364948; -1.69073
24.1122;0.38141; 0.238353; -1.67725;0.204938; 0.309179; -1.73599;0.0634108; 0.164077; -1.66599;0.125749; 0.435364; -1.71972;0.100297; 0.0366937; -1.69047
24.1282;0.382994; 0.238522; -1.67672;0.20664; 0.309463; -1.73595;0.0654003; 0.164267; -1.66568;0.127368; 0.435606; -1.7194;0.101947; 0.0368919; -1.69025
24.1442;0.384577; 0.238691; -1.67619;0.208341; 0.309746; -1.7359;0.0673899; 0.164456; -1.66536;0.128987; 0.435848; -1.71908;0.103598; 0.0370898; -1.69002
24.1602;0.386161; 0.238858; -1.67565;0.210042; 0.31003; -1.73585;0.0693796; 0.164644; -1.66504;0.130606; 0.43609; -1.71877;0.105248; 0.0372873; -1.6898
24.1762;0.387745; 0.239025; -1.67512;0.211744; 0.310313; -1.7358;0.0713694; 0.164832; -1.66472;0.132225; 0.436331; -1.71845;0.106899; 0.0374845; -1.68959
24.1922;0.389328; 0.239191; -1.67455;0.213443; 0.310596; -1.73575;0.0733592; 0.165019; -1.66441;0.13384; 0.436571; -1.71804;0.108547; 0.037681; -1.68937
24.2082;0.390911; 0.239355; -1.67398;0.215142; 0.310879; -1.7357;0.075349; 0.165206; -1.66409;0.135454; 0.43681; -1.71764;0.110194; 0.0378771; -1.68915
24.2242;0.392494; 0.239519; -1.67341;0.216841; 0.311161; -1.73565;0.0773388; 0.165392; -1.66378;0.137069; 0.437049; -1.71723;0.111842; 0.038073; -1.68894
24.2402;0.394078; 0.239682; -1.67284;0.21854; 0.311444; -1.7356;0.0793286; 0.165577; -1.66347;0.138683; 0.437287; -1.71683;0.113491; 0.0382684; -1.68872
24.2562;0.395673; 0.239845; -1.67298;0.220235; 0.311726; -1.7356;0.0813197; 0.165762; -1.66321;0.140293; 0.437523; -1.71643;0.115136; 0.0384632; -1.6885
24.2722;0.397268; 0.240008; -1.67312;0.22193; 0.312008; -1.7356;0.0833107; 0.165946; -1.66295;0.141903; 0.437759; -1.71602;0.116782; 0.0386577; -1.68828
24.2882;0.398864; 0.240172; -1.67327;0.223626; 0.31229; -1.73559;0.0853018; 0.16613; -1.66269;0.143513; 0.437994; -1.71562;0.118427; 0.0388517; -1.68806
24.3042;0.400459; 0.240335; -1.67341;0.225321; 0.312572; -1.73559;0.087293; 0.166313; -1.66243;0.145123; 0.438229; -1.71522;0.120073; 0.0390455; -1.68785
24.3202;0.402058; 0.2405; -1.67342;0.227015; 0.312853; -1.73554;0.0892842; 0.166496; -1.66217;0.14673; 0.438462; -1.71482;0.121718; 0.0392387; -1.68767
24.3362;0.403657; 0.240665; -1.67342;0.228709; 0.313135; -1.73549;0.0912754; 0.166678; -1.66191;0.148338; 0.438695; -1.71442;0.123362; 0.0394316; -1.68749
24.3522;0.405257; 0.240829; -1.67343;0.230403; 0.313416; -1.73544;0.0932667; 0.16686; -1.66165;0.149946; 0.438927; -1.71403;0.125007; 0.0396243; -1.68732
24.3682;0.406856; 0.240994; -1.67343;0.232097; 0.313698; -1.7354;0.0952581; 0.167041; -1.66139;0.151554; 0.439159; -1.71363;0.126651; 0.0398167; -1.68714
24.3842;0.408455; 0.241159; -1.67344;0.233791; 0.313979; -1.73526;0.0972495; 0.167222; -1.66113;0.153158; 0.439389; -1.71319;0.128295; 0.0400086; -1.68701
24.4002;0.410054; 0.241324; -1.67344;0.235485; 0.31426; -1.73512;0.099241; 0.167402; -1.66087;0.154762; 0.439619; -1.71275;0.129938; 0.0402003; -1.68688
24.4162;0.411654; 0.241488; -1.67344;0.23718; 0.314541; -1.73498;0.101232; 0.167582; -1.66061;0.156367; 0.439848; -1.71231;0.131582; 0.0403918; -1.68674
24.4322;0.413253; 0.241653; -1.67345;0.238874; 0.314822; -1.73484;0.103224; 0.167761; -1.66035;0.157971; 0.440076; -1.71188;0.133225; 0.0405831; -1.68661
24.4482;0.414841; 0.241817; -1.67384;0.240566; 0.315102; -1.7347;0.105214; 0.167939; -1.66005;0.159573; 0.440304; -1.71144;0.134867; 0.0407741; -1.68652
24.4642;0.416429; 0.241981; -1.67424;0.242257; 0.315382; -1.73456;0.107205; 0.168117; -1.65974;0.161176; 0.44053; -1.711;0.13651; 0.0409649; -1.68643
24.4802;0.418017; 0.242146; -1.67464;0.243949; 0.315661; -1.73443;0.109195; 0.168295; -1.65943;0.162778; 0.440756; -1.71056;0.138152; 0.0411556; -1.68633
24.4962;0.419605; 0.242312; -1.67503;0.245641; 0.31594; -1.73429;0.111186; 0.168471; -1.65912;0.164381; 0.440981; -1.71012;0.139794; 0.0413461; -1.68624
24.5122;0.421202; 0.242479; -1.67497;0.247332; 0.316219; -1.73411;0.113177; 0.168647; -1.65882;0.165979; 0.441205; -1.70972;0.141434; 0.0415362; -1.68615
24.5282;0.422799; 0.242646; -1.67491;0.249023; 0.316498; -1.73393;0.115167; 0.168823; -1.65851;0.167578; 0.441428; -1.70933;0.143074; 0.0417261; -1.68605
24.5443;0.424396; 0.242813; -1.67484;0.250713; 0.316776; -1.73375;0.117158; 0.168997; -1.6582;0.169177; 0.441651; -1.70893;0.144714; 0.0419159; -1.68596
24.5603;0.425993; 0.24298; -1.67477;0.252404; 0.317054; -1.73357;0.119149; 0.169172; -1.65789;0.170777; 0.441873; -1.70854;0.146353; 0.0421055; -1.68586
24.5763;0.427589; 0.243146; -1.67488;0.254093; 0.317331; -1.73339;0.121139; 0.169345; -1.65757;0.172371; 0.442094; -1.70814;0.147991; 0.0422947; -1.68586
24.5923;0.429185; 0.243313; -1.67499;0.255781; 0.317608; -1.73321;0.12313; 0.169518; -1.65726;0.173965; 0.442314; -1.70775;0.149628; 0.0424839; -1.68586
24.6083;0.430781; 0.24348; -1.67511;0.25747; 0.317884; -1.73303;0.125121; 0.16969; -1.65695;0.17556; 0.442533; -1.70735;0.151266; 0.0426731; -1.68585
24.6243;0.432377; 0.243647; -1.67522;0.259158; 0.31816; -1.73285;0.127112; 0.169862; -1.65664;0.177154; 0.442752; -1.70696;0.152903; 0.0428623; -1.68585
24.6403;0.433957; 0.243813; -1.67455;0.260846; 0.318436; -1.73263;0.129103; 0.170033; -1.65632;0.178747; 0.44297; -1.70656;0.154538; 0.0430512; -1.68585
24.6563;0.435537; 0.243977; -1.67388;0.262533; 0.318712; -1.73241;0.131094; 0.170204; -1.65601;0.180339; 0.443187; -1.70617;0.156173; 0.0432401; -1.68584
24.6723;0.437117; 0.244141; -1.67321;0.264221; 0.318987; -1.73218;0.133086; 0.170374; -1.65569;0.181931; 0.443404; -1.70577;0.157808; 0.043429; -1.68584
24.6883;0.438697; 0.244303; -1.67254;0.265909; 0.319261; -1.73195;0.135077; 0.170543; -1.65538;0.183524; 0.44362; -1.70537;0.159443; 0.0436179; -1.68584
24.7043;0.440294; 0.244466; -1.67264;0.267593; 0.319535; -1.73177;0.137068; 0.170711; -1.65506;0.185111; 0.443835; -1.70506;0.161074; 0.0438064; -1.68579
24.7203;0.44189; 0.244629; -1.67275;0.269277; 0.319808; -1.73159;0.139059; 0.170879; -1.65474;0.186699; 0.444049; -1.70475;0.162705; 0.0439948; -1.68574
24.7363;0.443486; 0.244792; -1.67286;0.270961; 0.320081; -1.73141;0.14105; 0.171047; -1.65441;0.188287; 0.444263; -1.70445;0.164336; 0.0441831; -1.68569
24.7523;0.445083; 0.244955; -1.67297;0.272646; 0.320354; -1.73123;0.143041; 0.171213; -1.65408;0.189874; 0.444476; -1.70414;0.165968; 0.0443714; -1.68565
24.7683;0.446669; 0.245118; -1.67251;0.274328; 0.320626; -1.73105;0.145033; 0.171379; -1.6538;0.19146; 0.444688; -1.70383;0.167598; 0.0445594; -1.68564
24.7843;0.448255; 0.245279; -1.67205;0.276009; 0.320897; -1.73087;0.147026; 0.171545; -1.65351;0.193045; 0.4449; -1.70352;0.169228; 0.0447474; -1.68564
24.8003;0.449842; 0.24544; -1.67159;0.277691; 0.321169; -1.73069;0.149018; 0.17171; -1.65323;0.194631; 0.445112; -1.70321;0.170858; 0.0449354; -1.68564
24.8163;0.451428; 0.245601; -1.67113;0.279373; 0.32144; -1.73051;0.151011; 0.171874; -1.65295;0.196216; 0.445323; -1.7029;0.172488; 0.0451234; -1.68563
24.8323;0.453027; 0.245761; -1.67117;0.281053; 0.32171; -1.73033;0.153002; 0.172038; -1.65262;0.197798; 0.445533; -1.70254;0.174113; 0.0453108; -1.68563
24.8483;0.454626; 0.245922; -1.6712;0.282732; 0.32198; -1.73016;0.154993; 0.172201; -1.6523;0.19938; 0.445742; -1.70219;0.175738; 0.0454982; -1.68563
24.8643;0.456224; 0.246083; -1.67124;0.284412; 0.32225; -1.72998;0.156985; 0.172363; -1.65199;0.200962; 0.445951; -1.70183;0.177363; 0.0456857; -1.68563
24.8803;0.457823; 0.246244; -1.67128;0.286092; 0.32252; -1.72981;0.158977; 0.172525; -1.65167;0.202544; 0.446159; -1.70148;0.178988; 0.0458731; -1.68562
24.8963;0.45942; 0.246405; -1.6712;0.287771; 0.322789; -1.72963;0.160969; 0.172686; -1.65135;0.204123; 0.446366; -1.70117;0.18061; 0.0460602; -1.68562
24.9123;0.461018; 0.246566; -1.67113;0.289451; 0.323058; -1.72946;0.16296; 0.172847; -1.65104;0.205701; 0.446573; -1.70085;0.182233; 0.0462473; -1.68562
24.9283;0.462615; 0.246727; -1.67106;0.291131; 0.323327; -1.72929;0.164952; 0.173007; -1.65072;0.20728; 0.446779; -1.70054;0.183855; 0.0464345; -1.68562
24.9443;0.464213; 0.246888; -1.67098;0.29281; 0.323595; -1.72912;0.166944; 0.173166; -1.65041;0.208858; 0.446985; -1.70023;0.185478; 0.0466216; -1.68562
24.9603;0.465812; 0.247048; -1.67102;0.294489; 0.323863; -1.7289;0.168936; 0.173325; -1.6501;0.210436; 0.44719; -1.69987;0.187098; 0.0468084; -1.68562
24.9763;0.46741; 0.247209; -1.67105;0.296167; 0.32413; -1.72868;0.170928; 0.173483; -1.64978;0.212013; 0.447395; -1.69951;0.188718; 0.0469953; -1.68562
24.9923;0.469009; 0.24737; -1.67108;0.297846; 0.324397; -1.72846;0.17292; 0.17364; -1.64947;0.213591; 0.447599; -1.69916;0.190338; 0.0471821; -1.68562
25.0083;0.470607; 0.247531; -1.67112;0.299525; 0.324664; -1.72824;0.174912; 0.173797; -1.64916;0.215168; 0.447802; -1.6988;0.191958; 0.0473689; -1.68562
25.0243;0.472201; 0.247691; -1.6709;0.301201; 0.32493; -1.72803;0.176904; 0.173953; -1.64885;0.216744; 0.448005; -1.69844;0.193576; 0.0475555; -1.68562
25.0403;0.473795; 0.247851; -1.67068;0.302877; 0.325196; -1.72781;0.178897; 0.174109; -1.64853;0.218319; 0.448207; -1.69809;0.195193; 0.0477421; -1.68562
25.0563;0.475388; 0.248011; -1.67046;0.304554; 0.325461; -1.72759;0.180889; 0.174264; -1.64822;0.219894; 0.448408; -1.69773;0.196811; 0.0479286; -1.68562
25.0723;0.476982; 0.24817; -1.67024;0.30623; 0.325726; -1.72737;0.182881; 0.174418; -1.64791;0.221469; 0.448609; -1.69736;0.198428; 0.0481152; -1.68562
25.0883;0.478579; 0.248329; -1.67035;0.307904; 0.32599; -1.72715;0.184873; 0.174572; -1.64761;0.22304; 0.448808; -1.697;0.200042; 0.0483013; -1.68558
25.1043;0.480175; 0.248489; -1.67045;0.309578; 0.326254; -1.72693;0.186866; 0.174725; -1.64729;0.22461; 0.449007; -1.69664;0.201656; 0.0484873; -1.68554
25.1203;0.481772; 0.248648; -1.67055;0.311253; 0.326517; -1.72671;0.188858; 0.174877; -1.64698;0.22618; 0.449206; -1.69627;0.20327; 0.0486733; -1.68549
25.1363;0.483369; 0.248808; -1.67065;0.312927; 0.32678; -1.72649;0.190851; 0.175029; -1.64666;0.227751; 0.449404; -1.69591;0.204883; 0.0488592; -1.68545
25.1523;0.484965; 0.248968; -1.67054;0.3146; 0.327043; -1.72631;0.192844; 0.175181; -1.64634;0.229319; 0.449601; -1.69554;0.206494; 0.0490446; -1.68545
25.1683;0.486562; 0.249128; -1.67043;0.316273; 0.327305; -1.72613;0.194837; 0.175331; -1.64603;0.230887; 0.449797; -1.69518;0.208104; 0.04923; -1.68546
25.1843;0.488159; 0.249287; -1.67032;0.317946; 0.327567; -1.72595;0.19683; 0.175481; -1.64571;0.232455; 0.449993; -1.69481;0.209714; 0.0494154; -1.68546
25.2003;0.489756; 0.249447; -1.6702;0.319619; 0.327828; -1.72577;0.198823; 0.17563; -1.64539;0.234023; 0.450188; -1.69445;0.211324; 0.0496008; -1.68546
25.2163;0.491347; 0.249605; -1.66992;0.321291; 0.328089; -1.72555;0.200815; 0.175779; -1.64504;0.235589; 0.450383; -1.69408;0.212932; 0.049786; -1.68546
25.2323;0.492939; 0.249764; -1.66963;0.322963; 0.32835; -1.72533;0.202806; 0.175927; -1.64468;0.237155; 0.450576; -1.69372;0.214539; 0.0499711; -1.68547
25.2483;0.494531; 0.249921; -1.66934;0.324635; 0.32861; -1.7251;0.204798; 0.176074; -1.64433;0.238721; 0.45077; -1.69336;0.216147; 0.0501563; -1.68547
25.2643;0.496123; 0.250079; -1.66905;0.326308; 0.32887; -1.72487;0.20679; 0.17622; -1.64399;0.240287; 0.450962; -1.69299;0.217754; 0.0503414; -1.68547
25.2803;0.497719; 0.250236; -1.6689;0.327976; 0.329129; -1.72469;0.208783; 0.176366; -1.64368;0.24185; 0.451154; -1.69263;0.219357; 0.050526; -1.68548
25.2963;0.499315; 0.250393; -1.66875;0.329644; 0.329388; -1.7245;0.210776; 0.176511; -1.64338;0.243414; 0.451345; -1.69227;0.22096; 0.0507106; -1.68548
25.3123;0.500911; 0.250549; -1.6686;0.331313; 0.329646; -1.72431;0.212769; 0.176656; -1.64307;0.244978; 0.451536; -1.69191;0.222562; 0.0508952; -1.68549
25.3283;0.502507; 0.250706; -1.66845;0.332981; 0.329904; -1.72412;0.214762; 0.1768; -1.64277;0.246542; 0.451726; -1.69156;0.224165; 0.0510798; -1.68549
25.3443;0.5041; 0.250862; -1.6687;0.334647; 0.330162; -1.72393;0.216755; 0.176944; -1.64247;0.248102; 0.451915; -1.69116;0.225765; 0.0512642; -1.68549
25.3603;0.505693; 0.251018; -1.66895;0.336313; 0.330419; -1.72374;0.218748; 0.177086; -1.64216;0.249663; 0.452104; -1.69076;0.227365; 0.0514485; -1.6855
25.3763;0.507286; 0.251175; -1.66919;0.337979; 0.330675; -1.72355;0.220741; 0.177229; -1.64186;0.251223; 0.452292; -1.69035;0.228965; 0.0516328; -1.6855
25.3923;0.508879; 0.251332; -1.66944;0.339645; 0.330932; -1.72336;0.222735; 0.17737; -1.64156;0.252784; 0.452479; -1.68995;0.230565; 0.0518172; -1.6855
25.4083;0.510471; 0.25149; -1.66973;0.34131; 0.331188; -1.72321;0.224728; 0.177511; -1.64125;0.254342; 0.452665; -1.68954;0.232162; 0.0520011; -1.68555
25.4243;0.512063; 0.251648; -1.67001;0.342976; 0.331443; -1.72307;0.226721; 0.177652; -1.64095;0.2559; 0.452851; -1.68914;0.233758; 0.0521851; -1.6856
25.4403;0.513654; 0.251807; -1.6703;0.344641; 0.331699; -1.72293;0.228715; 0.177792; -1.64064;0.257459; 0.453036; -1.68873;0.235354; 0.0523692; -1.68565
25.4563;0.515246; 0.251966; -1.67059;0.346306; 0.331954; -1.72278;0.230708; 0.177931; -1.64033;0.259017; 0.45322; -1.68833;0.236951; 0.0525534; -1.68569
25.4723;0.516836; 0.252125; -1.67094;0.347967; 0.332208; -1.7226;0.232702; 0.178069; -1.64003;0.260573; 0.453404; -1.68792;0.238542; 0.052737; -1.68574
25.4883;0.518425; 0.252285; -1.6713;0.349629; 0.332462; -1.72241;0.234696; 0.178207; -1.63972;0.26213; 0.453586; -1.68752;0.240133; 0.0529208; -1.68579
25.5043;0.520015; 0.252446; -1.67166;0.35129; 0.332716; -1.72222;0.236689; 0.178345; -1.63941;0.263686; 0.453769; -1.68711;0.241725; 0.0531046; -1.68584
25.5203;0.521604; 0.252607; -1.67202;0.352952; 0.33297; -1.72203;0.238683; 0.178481; -1.63911;0.265242; 0.45395; -1.68671;0.243316; 0.0532885; -1.68589
25.5363;0.523199; 0.252769; -1.6722;0.354612; 0.333222; -1.72189;0.240675; 0.178618; -1.63875;0.266795; 0.454131; -1.68635;0.244904; 0.0534721; -1.68598
25.5523;0.524793; 0.252931; -1.67238;0.356273; 0.333475; -1.72176;0.242668; 0.178753; -1.6384;0.268347; 0.454311; -1.686;0.246491; 0.0536558; -1.68607
25.5683;0.526388; 0.253094; -1.67256;0.357934; 0.333728; -1.72162;0.244661; 0.178888; -1.63804;0.2699; 0.45449; -1.68564;0.248079; 0.0538397; -1.68616
