time;true_x_rob0; true_y_rob0; true_heading_rob0;true_x_rob1; true_y_rob1; true_heading_rob1;true_x_rob2; true_y_rob2; true_heading_rob2;true_x_rob3; true_y_rob3; true_heading_rob3;true_x_rob4; true_y_rob4; true_heading_rob4
2.192;-1.80138; 0.0193317; -1.66888;-1.86282; 0.118315; 1.70248;-1.86459; -0.0866117; 2.91607;-1.80922; 0.238129; -2.64292;-1.8227; -0.213193; -2.67859
2.208;-1.79979; 0.0194886; -1.6687;-1.86354; 0.118399; 1.66578;-1.8647; -0.0861219; 2.88903;-1.80906; 0.238417; -2.67236;-1.82249; -0.212762; -2.70808
2.224;-1.79819; 0.0196452; -1.66852;-1.86427; 0.118456; 1.62909;-1.86484; -0.0856356; 2.86201;-1.80892; 0.238709; -2.70179;-1.82229; -0.212325; -2.73756
2.24;-1.79661; 0.0198006; -1.66901;-1.86495; 0.118485; 1.59575;-1.86497; -0.0851732; 2.83995;-1.80879; 0.238972; -2.73954;-1.82212; -0.211914; -2.76797
2.256;-1.79502; 0.0199568; -1.66951;-1.86562; 0.118492; 1.5624;-1.86512; -0.0847143; 2.8179;-1.80868; 0.239239; -2.77732;-1.82196; -0.211498; -2.79837
2.272;-1.79344; 0.020114; -1.67;-1.8663; 0.118476; 1.52902;-1.86528; -0.0842588; 2.79585;-1.80858; 0.23951; -2.8151;-1.82182; -0.211077; -2.82878
2.288;-1.79185; 0.0202719; -1.6705;-1.86698; 0.118438; 1.49563;-1.86545; -0.0838069; 2.77379;-1.80849; 0.239784; -2.85289;-1.82168; -0.210652; -2.85919
2.304;-1.79026; 0.0204312; -1.67015;-1.86757; 0.118385; 1.46506;-1.86562; -0.0833824; 2.75782;-1.80841; 0.240055; -2.90185;-1.82157; -0.210257; -2.89145
2.32;-1.78867; 0.0205898; -1.66979;-1.86815; 0.118314; 1.43445;-1.86579; -0.0829648; 2.742;-1.80834; 0.24033; -2.95086;-1.82148; -0.209859; -2.92371
2.336;-1.78708; 0.0207477; -1.66943;-1.86873; 0.118226; 1.40381;-1.86597; -0.0825498; 2.72618;-1.80829; 0.240608; -2.99989;-1.82139; -0.209458; -2.95597
2.352;-1.78549; 0.020905; -1.66907;-1.86931; 0.11812; 1.37314;-1.86615; -0.0821375; 2.71035;-1.80825; 0.240888; -3.04892;-1.82132; -0.209054; -2.98824
2.368;-1.7839; 0.0210619; -1.66878;-1.86977; 0.118021; 1.34393;-1.86634; -0.081735; 2.70208;-1.80822; 0.241203; -3.10837;-1.82126; -0.208671; -3.02271
2.384;-1.78231; 0.0212183; -1.66849;-1.87022; 0.117909; 1.3147;-1.86653; -0.0813526; 2.69454;-1.80821; 0.241536; 3.1147;-1.82122; -0.208286; -3.05719
2.4;-1.78072; 0.0213742; -1.6682;-1.87067; 0.117784; 1.28545;-1.86671; -0.0809714; 2.68699;-1.80823; 0.24195; 3.05173;-1.82119; -0.2079; -3.09166
2.416;-1.77912; 0.0215296; -1.6679;-1.87112; 0.117646; 1.2562;-1.8669; -0.0805913; 2.67942;-1.80827; 0.242327; 2.99;-1.82118; -0.207513; -3.12613
2.432;-1.77753; 0.0216851; -1.66782;-1.87143; 0.11754; 1.22538;-1.86709; -0.0802243; 2.68244;-1.8083; 0.242562; 2.9161;-1.82117; -0.207129; 3.12156
2.448;-1.77593; 0.0218405; -1.66774;-1.87173; 0.117425; 1.19455;-1.86727; -0.0798565; 2.68545;-1.80836; 0.242813; 2.84143;-1.82118; -0.206746; 3.08608
2.464;-1.77433; 0.0219958; -1.66767;-1.87203; 0.1173; 1.1637;-1.86745; -0.0794877; 2.68845;-1.80843; 0.243051; 2.76703;-1.82121; -0.206336; 3.04964
2.48;-1.77273; 0.0221509; -1.66759;-1.87232; 0.117167; 1.13284;-1.86763; -0.079118; 2.69145;-1.80852; 0.24326; 2.69211;-1.82125; -0.205937; 3.01353
2.496;-1.77114; 0.0223055; -1.66783;-1.87251; 0.117076; 1.09125;-1.86782; -0.0787455; 2.70491;-1.80865; 0.243515; 2.61998;-1.8213; -0.205554; 2.97494
2.512;-1.76955; 0.0224606; -1.66807;-1.87269; 0.116978; 1.0496;-1.86799; -0.0783699; 2.71838;-1.8088; 0.243758; 2.54794;-1.82137; -0.205176; 2.93642
2.528;-1.76795; 0.0226161; -1.66832;-1.87286; 0.116872; 1.00792;-1.86816; -0.0779914; 2.73183;-1.80897; 0.243987; 2.47597;-1.82145; -0.204802; 2.89797
2.544;-1.76636; 0.022772; -1.66857;-1.87303; 0.116759; 0.966222;-1.86833; -0.0776103; 2.74529;-1.80915; 0.244201; 2.40406;-1.82155; -0.204433; 2.85956
2.56;-1.76477; 0.0229283; -1.66881;-1.87308; 0.11673; 0.896944;-1.86849; -0.0772093; 2.76786;-1.80952; 0.244596; 2.34313;-1.82166; -0.204059; 2.82083
2.576;-1.76317; 0.0230851; -1.66906;-1.87311; 0.116698; 0.827359;-1.86865; -0.0768039; 2.79043;-1.80991; 0.244962; 2.28204;-1.82179; -0.203681; 2.78177
2.592;-1.76158; 0.0232422; -1.6693;-1.8731; 0.116691; 0.756239;-1.8688; -0.0763946; 2.81302;-1.81032; 0.245305; 2.2209;-1.82194; -0.203294; 2.7422
2.608;-1.75999; 0.0233998; -1.66955;-1.87304; 0.116747; 0.681959;-1.86894; -0.0759817; 2.8356;-1.81076; 0.245621; 2.15969;-1.82211; -0.202897; 2.70198
2.624;-1.75839; 0.0235579; -1.66937;-1.87295; 0.116872; 0.602162;-1.86908; -0.075516; 2.86493;-1.8113; 0.245973; 2.10512;-1.82233; -0.202439; 2.66381
2.64;-1.7568; 0.0237157; -1.66919;-1.87292; 0.116922; 0.518261;-1.86921; -0.0750456; 2.89428;-1.8118; 0.24635; 2.05505;-1.82257; -0.201992; 2.62566
2.656;-1.7552; 0.0238732; -1.669;-1.87291; 0.116945; 0.434088;-1.86932; -0.0745711; 2.92364;-1.81231; 0.246699; 2.00537;-1.82281; -0.201595; 2.58915
2.672;-1.75361; 0.0240303; -1.66882;-1.8729; 0.116965; 0.35053;-1.86942; -0.0740935; 2.95299;-1.81286; 0.247013; 1.95561;-1.82307; -0.201191; 2.55205
2.688;-1.75201; 0.0241874; -1.66874;-1.87289; 0.116988; 0.267546;-1.86951; -0.0735535; 2.98632;-1.81353; 0.247272; 1.90713;-1.82337; -0.200756; 2.51769
2.704;-1.75041; 0.0243444; -1.66867;-1.87289; 0.117016; 0.185054;-1.86959; -0.0730103; 3.01965;-1.81425; 0.247513; 1.86034;-1.82368; -0.200332; 2.48334
2.72;-1.74881; 0.0245012; -1.66859;-1.87289; 0.117052; 0.103158;-1.86965; -0.0724649; 3.05299;-1.81504; 0.247733; 1.81556;-1.82401; -0.199919; 2.44899
2.736;-1.74722; 0.024658; -1.66851;-1.87289; 0.117058; 0.020203;-1.86969; -0.0719178; 3.08631;-1.81584; 0.24792; 1.77153;-1.82436; -0.199517; 2.41464
2.752;-1.74563; 0.0248131; -1.66911;-1.8729; 0.116954; -0.0579894;-1.86971; -0.0713355; 3.12384;-1.81662; 0.248067; 1.73472;-1.82473; -0.199112; 2.38363
2.768;-1.74405; 0.0249693; -1.66971;-1.87289; 0.116947; -0.132047;-1.86972; -0.0707526; -3.12182;-1.81742; 0.248186; 1.69962;-1.8251; -0.198724; 2.35293
2.784;-1.74247; 0.0251265; -1.67031;-1.87289; 0.11699; -0.203977;-1.86969; -0.070144; -3.08337;-1.81823; 0.248276; 1.66475;-1.82548; -0.198358; 2.32272
2.8;-1.74088; 0.0252848; -1.67091;-1.87289; 0.117033; -0.275848;-1.86965; -0.0695302; -3.04471;-1.81901; 0.248337; 1.63066;-1.82586; -0.198018; 2.29323
2.816;-1.73929; 0.0254452; -1.6711;-1.87281; 0.116792; -0.337168;-1.86958; -0.0689053; -3.00124;-1.81978; 0.248371; 1.60444;-1.82628; -0.197658; 2.26707
2.832;-1.7377; 0.0256059; -1.67128;-1.87272; 0.116565; -0.398755;-1.86948; -0.0682632; -2.95703;-1.82053; 0.248385; 1.57883;-1.82667; -0.197332; 2.24223
2.848;-1.7361; 0.0257669; -1.67146;-1.87258; 0.116421; -0.457536;-1.86934; -0.0676012; -2.91193;-1.82124; 0.248383; 1.55487;-1.82707; -0.197025; 2.21787
2.864;-1.73451; 0.0259282; -1.67164;-1.87247; 0.11622; -0.51954;-1.86917; -0.0669177; -2.86581;-1.82195; 0.248363; 1.53087;-1.82747; -0.196727; 2.19351
2.88;-1.73291; 0.02609; -1.67157;-1.8723; 0.115952; -0.578531;-1.86899; -0.0663338; -2.81373;-1.82264; 0.248328; 1.51409;-1.82789; -0.196431; 2.1721
2.896;-1.73131; 0.0262516; -1.6715;-1.87212; 0.115695; -0.637549;-1.86877; -0.0657066; -2.75967;-1.82331; 0.248281; 1.49799;-1.82832; -0.196144; 2.15069
2.912;-1.72971; 0.0264131; -1.67142;-1.87192; 0.11545; -0.696603;-1.8685; -0.0650511; -2.70404;-1.82398; 0.248225; 1.48186;-1.82875; -0.195866; 2.12927
2.928;-1.72812; 0.0265745; -1.67135;-1.87171; 0.115217; -0.755697;-1.86819; -0.064412; -2.64841;-1.82465; 0.248158; 1.46571;-1.82919; -0.195598; 2.10784
2.944;-1.72652; 0.0267359; -1.67135;-1.8714; 0.114904; -0.810679;-1.86789; -0.0638746; -2.58876;-1.82528; 0.248085; 1.45655;-1.82963; -0.195338; 2.08941
2.96;-1.72492; 0.0268973; -1.67135;-1.87108; 0.11461; -0.865673;-1.86756; -0.0633564; -2.52911;-1.82592; 0.248006; 1.44736;-1.83008; -0.195086; 2.07098
2.976;-1.72332; 0.0270587; -1.67135;-1.87071; 0.11431; -0.922336;-1.86719; -0.0628593; -2.46947;-1.82655; 0.247923; 1.43816;-1.83054; -0.194843; 2.05253
2.992;-1.72172; 0.0272201; -1.67135;-1.87028; 0.113998; -0.981449;-1.8668; -0.0623858; -2.4099;-1.82718; 0.247834; 1.42893;-1.831; -0.194608; 2.03409
3.008;-1.72012; 0.0273813; -1.67128;-1.8697; 0.113625; -1.03618;-1.86637; -0.0619208; -2.35149;-1.82778; 0.247744; 1.42463;-1.83145; -0.19439; 2.01762
3.024;-1.71852; 0.0275424; -1.67122;-1.8691; 0.113285; -1.09104;-1.86589; -0.061468; -2.29411;-1.82838; 0.247652; 1.42031;-1.8319; -0.194179; 2.00115
3.04;-1.71693; 0.0277033; -1.67115;-1.86848; 0.112977; -1.146;-1.86537; -0.0610308; -2.23769;-1.82898; 0.247558; 1.41598;-1.83235; -0.193976; 1.98468
3.056;-1.71533; 0.0278642; -1.67108;-1.86785; 0.112703; -1.20105;-1.86485; -0.06062; -2.1816;-1.82958; 0.247461; 1.41164;-1.83281; -0.19378; 1.9682
3.072;-1.71373; 0.0280249; -1.67101;-1.86705; 0.112414; -1.24985;-1.8643; -0.0602253; -2.12672;-1.83015; 0.247368; 1.41072;-1.83324; -0.193602; 1.9541
3.088;-1.71213; 0.0281855; -1.67094;-1.86625; 0.11216; -1.29872;-1.86373; -0.0598484; -2.07308;-1.83072; 0.247274; 1.4098;-1.83367; -0.193431; 1.93999
3.104;-1.71053; 0.028346; -1.67087;-1.86543; 0.111945; -1.34771;-1.86314; -0.0594883; -2.02101;-1.83129; 0.24718; 1.40887;-1.83411; -0.193265; 1.92589
3.12;-1.70894; 0.0285064; -1.67081;-1.8646; 0.111771; -1.39679;-1.86255; -0.059147; -1.97058;-1.83186; 0.247086; 1.40793;-1.83455; -0.193106; 1.91178
3.136;-1.70735; 0.0286658; -1.67116;-1.86358; 0.111612; -1.43812;-1.8618; -0.0587909; -1.92624;-1.83239; 0.246997; 1.40933;-1.83496; -0.192964; 1.90239
3.152;-1.70576; 0.0288259; -1.67153;-1.86265; 0.111504; -1.47549;-1.86105; -0.0585058; -1.88386;-1.83292; 0.24691; 1.41074;-1.83537; -0.192827; 1.89299
3.168;-1.70417; 0.0289866; -1.67189;-1.86172; 0.111431; -1.51287;-1.86025; -0.0582344; -1.8427;-1.83345; 0.246824; 1.41214;-1.83578; -0.192693; 1.8836
3.184;-1.70258; 0.029148; -1.67225;-1.86078; 0.111392; -1.55028;-1.85941; -0.0580094; -1.8028;-1.83398; 0.246739; 1.41353;-1.83619; -0.192562; 1.8742
3.2;-1.70099; 0.0293103; -1.67247;-1.85963; 0.111383; -1.58058;-1.85846; -0.0577997; -1.76676;-1.83447; 0.246661; 1.4165;-1.83656; -0.192446; 1.87233
3.216;-1.69939; 0.029473; -1.67269;-1.85849; 0.111408; -1.61065;-1.85746; -0.0576159; -1.73223;-1.83495; 0.246585; 1.41947;-1.83694; -0.192331; 1.87046
3.232;-1.6978; 0.0296361; -1.67291;-1.85735; 0.111473; -1.64075;-1.85641; -0.0574604; -1.69907;-1.83544; 0.246511; 1.42244;-1.83732; -0.192216; 1.86859
3.248;-1.69621; 0.0297995; -1.67313;-1.85621; 0.111571; -1.67088;-1.85537; -0.0573396; -1.66585;-1.83593; 0.246438; 1.4254;-1.8377; -0.192102; 1.86671
3.264;-1.69461; 0.0299639; -1.67313;-1.85486; 0.111725; -1.69323;-1.85418; -0.0572406; -1.63722;-1.83637; 0.246374; 1.42863;-1.83805; -0.191996; 1.87475
3.28;-1.69301; 0.0301283; -1.67314;-1.85351; 0.111909; -1.71562;-1.85296; -0.0571722; -1.61016;-1.83681; 0.24631; 1.43185;-1.8384; -0.191887; 1.88278
3.296;-1.69141; 0.0302926; -1.67314;-1.85217; 0.112123; -1.73802;-1.85174; -0.0571374; -1.58279;-1.83726; 0.246249; 1.43507;-1.83875; -0.191774; 1.89082
3.312;-1.68981; 0.0304569; -1.67314;-1.85084; 0.112367; -1.76044;-1.85048; -0.0571354; -1.55663;-1.8377; 0.246188; 1.43829;-1.8391; -0.191658; 1.89885
3.328;-1.68822; 0.0306199; -1.67268;-1.84949; 0.112641; -1.77451;-1.84909; -0.0571689; -1.53577;-1.8381; 0.246136; 1.44037;-1.83945; -0.191539; 1.91798
3.344;-1.68664; 0.0307821; -1.67222;-1.84816; 0.112933; -1.78858;-1.84766; -0.0572333; -1.51648;-1.83849; 0.246084; 1.44245;-1.8398; -0.191413; 1.93713
3.36;-1.68505; 0.0309434; -1.67176;-1.84681; 0.113241; -1.80237;-1.84622; -0.0573235; -1.49742;-1.83889; 0.246034; 1.44452;-1.84015; -0.191279; 1.95628
3.376;-1.68346; 0.031104; -1.6713;-1.84547; 0.113565; -1.81603;-1.84478; -0.0574405; -1.47834;-1.83929; 0.245984; 1.44659;-1.84049; -0.191138; 1.97545
3.392;-1.68187; 0.0312645; -1.67109;-1.84414; 0.11391; -1.82149;-1.84338; -0.0575856; -1.46569;-1.83964; 0.24594; 1.44452;-1.84086; -0.190978; 2.0033
3.408;-1.68028; 0.0314246; -1.67087;-1.8428; 0.114259; -1.82656;-1.84194; -0.0577458; -1.45415;-1.84; 0.245895; 1.44245;-1.84122; -0.190807; 2.03119
3.424;-1.67868; 0.0315845; -1.67066;-1.84147; 0.114614; -1.83162;-1.84051; -0.0579214; -1.4426;-1.84035; 0.24585; 1.44038;-1.84158; -0.190625; 2.05909
3.44;-1.67709; 0.031744; -1.67044;-1.84013; 0.114975; -1.83662;-1.83908; -0.0581128; -1.43105;-1.84071; 0.245803; 1.43831;-1.84193; -0.190432; 2.08699
3.456;-1.6755; 0.0319021; -1.67101;-1.83878; 0.115346; -1.83413;-1.83765; -0.0583236; -1.42704;-1.84103; 0.245761; 1.42892;-1.84232; -0.190207; 2.11981
3.472;-1.67392; 0.0320613; -1.67158;-1.83742; 0.115713; -1.83165;-1.83621; -0.058538; -1.42319;-1.84135; 0.245716; 1.41954;-1.84269; -0.189968; 2.15264
3.488;-1.67234; 0.0322215; -1.67214;-1.83607; 0.116075; -1.82918;-1.83477; -0.0587566; -1.41934;-1.84167; 0.245667; 1.41015;-1.84306; -0.189716; 2.18547
3.504;-1.67075; 0.0323827; -1.67271;-1.83471; 0.116434; -1.82675;-1.83333; -0.0589797; -1.41548;-1.84198; 0.245616; 1.40076;-1.84342; -0.189452; 2.21831
3.52;-1.66916; 0.0325462; -1.67282;-1.83332; 0.116798; -1.81876;-1.83185; -0.0592145; -1.41882;-1.84229; 0.245564; 1.38226;-1.8438; -0.189151; 2.25282
3.536;-1.66756; 0.0327098; -1.67293;-1.83192; 0.117149; -1.81078;-1.83037; -0.059443; -1.42217;-1.84259; 0.245506; 1.36374;-1.84417; -0.188838; 2.28733
3.552;-1.66597; 0.0328735; -1.67304;-1.83052; 0.117488; -1.80282;-1.82889; -0.0596653; -1.42551;-1.84289; 0.245442; 1.34521;-1.84453; -0.188511; 2.32183
3.568;-1.66437; 0.0330375; -1.67315;-1.82912; 0.117816; -1.79489;-1.8274; -0.0598818; -1.42881;-1.84319; 0.245373; 1.32666;-1.84488; -0.188173; 2.35632
3.584;-1.66277; 0.0332014; -1.673;-1.82766; 0.118145; -1.78359;-1.82585; -0.0601015; -1.43721;-1.84349; 0.245298; 1.29883;-1.84523; -0.1878; 2.39066
3.6;-1.66118; 0.0333651; -1.67285;-1.82619; 0.118457; -1.7723;-1.82431; -0.0603067; -1.44561;-1.84378; 0.245214; 1.27093;-1.84558; -0.187415; 2.42499
3.616;-1.65958; 0.0335285; -1.67271;-1.82472; 0.118751; -1.76102;-1.82276; -0.0604979; -1.45399;-1.84408; 0.245121; 1.24301;-1.84591; -0.187018; 2.45931
3.632;-1.65799; 0.0336917; -1.67256;-1.82324; 0.119028; -1.74976;-1.82121; -0.0606754; -1.46235;-1.84437; 0.245019; 1.21508;-1.84623; -0.18661; 2.49362
3.648;-1.65639; 0.0338547; -1.67266;-1.8217; 0.1193; -1.73734;-1.81958; -0.0608477; -1.47364;-1.84468; 0.244901; 1.17994;-1.84654; -0.186176; 2.52689
3.664;-1.6548; 0.0340178; -1.67276;-1.82015; 0.119552; -1.72492;-1.81794; -0.0610006; -1.48496;-1.84499; 0.244771; 1.14477;-1.84684; -0.185733; 2.56015
3.68;-1.6532; 0.0341812; -1.67286;-1.8186; 0.119785; -1.71251;-1.81631; -0.0611344; -1.49625;-1.84529; 0.244629; 1.10958;-1.84712; -0.185279; 2.5934
3.696;-1.6516; 0.0343447; -1.67297;-1.81705; 0.119998; -1.70011;-1.81467; -0.0612492; -1.50753;-1.84559; 0.244476; 1.0744;-1.8474; -0.184817; 2.62664
3.712;-1.65001; 0.034508; -1.67321;-1.81545; 0.120198; -1.6885;-1.81301; -0.0613471; -1.51955;-1.84591; 0.244293; 1.03469;-1.84766; -0.184333; 2.65885
3.728;-1.64842; 0.0346717; -1.67346;-1.81384; 0.120379; -1.67691;-1.81134; -0.0614245; -1.53156;-1.84622; 0.244096; 0.994963;-1.84791; -0.183842; 2.69105
3.744;-1.64683; 0.0348359; -1.6737;-1.81223; 0.120542; -1.66532;-1.80967; -0.0614815; -1.54359;-1.84653; 0.243887; 0.955238;-1.84814; -0.183344; 2.72325
3.76;-1.64523; 0.0350004; -1.67394;-1.81061; 0.120686; -1.65376;-1.808; -0.0615182; -1.55558;-1.84684; 0.243666; 0.915521;-1.84836; -0.182838; 2.75544
3.776;-1.64364; 0.0351653; -1.67369;-1.80897; 0.120815; -1.64441;-1.8063; -0.0615353; -1.56646;-1.84715; 0.243407; 0.873548;-1.84856; -0.182317; 2.78705
3.792;-1.64205; 0.0353298; -1.67344;-1.80733; 0.120928; -1.63515;-1.8046; -0.061534; -1.57732;-1.84747; 0.243135; 0.831581;-1.84875; -0.181791; 2.81865
3.808;-1.64046; 0.0354938; -1.67318;-1.80568; 0.121026; -1.62589;-1.8029; -0.0615142; -1.58818;-1.84777; 0.24285; 0.789627;-1.84892; -0.181259; 2.85026
3.824;-1.63887; 0.0356574; -1.67293;-1.80404; 0.121109; -1.61665;-1.8012; -0.0614763; -1.59903;-1.84806; 0.242553; 0.747691;-1.84907; -0.180722; 2.88186
3.84;-1.63727; 0.0358211; -1.67296;-1.80238; 0.121178; -1.61039;-1.79946; -0.0614183; -1.60835;-1.84836; 0.242217; 0.704482;-1.84921; -0.18017; 2.91359
3.856;-1.63567; 0.0359849; -1.67299;-1.80073; 0.121237; -1.60437;-1.7977; -0.0613441; -1.61685;-1.84865; 0.241868; 0.661286;-1.84933; -0.179613; 2.94532
3.872;-1.63407; 0.0361488; -1.67302;-1.79907; 0.121287; -1.59836;-1.79593; -0.0612552; -1.62535;-1.84892; 0.241507; 0.618106;-1.84944; -0.179053; 2.97705
3.88801;-1.63247; 0.0363127; -1.67305;-1.79741; 0.121327; -1.59236;-1.79417; -0.0611517; -1.63384;-1.84918; 0.241135; 0.574946;-1.84953; -0.178491; 3.00878
3.90401;-1.63088; 0.0364759; -1.67336;-1.79575; 0.121358; -1.58979;-1.79243; -0.0610342; -1.63953;-1.84944; 0.240725; 0.530645;-1.8496; -0.177904; 3.04144
3.92001;-1.62929; 0.0366396; -1.67368;-1.79409; 0.121385; -1.58745;-1.79067; -0.0609073; -1.64474;-1.84967; 0.240303; 0.486357;-1.84965; -0.177313; 3.07416
3.93601;-1.6277; 0.0368038; -1.674;-1.79243; 0.121409; -1.58511;-1.78892; -0.060772; -1.64995;-1.84989; 0.239872; 0.442085;-1.84969; -0.176718; 3.10701
3.95201;-1.62611; 0.0369686; -1.67431;-1.79077; 0.121429; -1.58278;-1.78717; -0.060628; -1.65515;-1.85009; 0.239432; 0.397829;-1.8497; -0.176121; 3.13988
3.96801;-1.62453; 0.0371334; -1.67378;-1.78912; 0.121446; -1.5841;-1.78544; -0.0604774; -1.65689;-1.85028; 0.238957; 0.352207;-1.84969; -0.175506; -3.10909
3.98401;-1.62294; 0.0372971; -1.67325;-1.78747; 0.121466; -1.58543;-1.78372; -0.0603249; -1.65856;-1.85045; 0.238474; 0.306596;-1.84967; -0.174856; -3.07366
4.00001;-1.62136; 0.03746; -1.67271;-1.78581; 0.121489; -1.58676;-1.78199; -0.0601704; -1.66023;-1.8506; 0.237978; 0.260778;-1.84961; -0.174203; -3.03804
4.01601;-1.61977; 0.0376219; -1.67218;-1.78416; 0.121515; -1.5881;-1.78027; -0.0600135; -1.66189;-1.85073; 0.237457; 0.214321;-1.84954; -0.173549; -3.00229
4.032;-1.61818; 0.037784; -1.67203;-1.78251; 0.121543; -1.59268;-1.77857; -0.0598559; -1.6602;-1.85084; 0.236912; 0.166021;-1.84944; -0.172911; -2.96562
4.048;-1.61658; 0.0379459; -1.67188;-1.78085; 0.12158; -1.59728;-1.77686; -0.0597021; -1.6585;-1.85093; 0.236319; 0.116167;-1.84932; -0.172274; -2.9288
4.064;-1.61499; 0.0381076; -1.67174;-1.7792; 0.121625; -1.60187;-1.77516; -0.0595519; -1.65681;-1.851; 0.235682; 0.0649207;-1.84917; -0.171652; -2.89221
4.08;-1.61339; 0.038269; -1.67159;-1.77755; 0.121679; -1.60647;-1.77346; -0.0594051; -1.65513;-1.85102; 0.235017; 0.0128501;-1.849; -0.171032; -2.85562
4.096;-1.6118; 0.0384298; -1.67131;-1.7759; 0.12174; -1.61325;-1.77178; -0.0592631; -1.65068;-1.85102; 0.234335; -0.0428223;-1.8488; -0.170384; -2.8169
4.112;-1.61021; 0.0385902; -1.67102;-1.77424; 0.121813; -1.62004;-1.77009; -0.0591292; -1.64621;-1.85098; 0.233648; -0.0986103;-1.84857; -0.169748; -2.77789
4.128;-1.60862; 0.0387501; -1.67074;-1.77258; 0.121898; -1.62683;-1.76841; -0.0590035; -1.64177;-1.8509; 0.232963; -0.154401;-1.84832; -0.169134; -2.73851
4.144;-1.60703; 0.0389096; -1.67046;-1.77093; 0.121994; -1.63362;-1.76673; -0.0588857; -1.63735;-1.85078; 0.232288; -0.210334;-1.84806; -0.168546; -2.69855
4.16;-1.60544; 0.0390682; -1.67085;-1.76927; 0.122102; -1.64137;-1.76505; -0.0587763; -1.6307;-1.85064; 0.231697; -0.270257;-1.84776; -0.167945; -2.65606
4.176;-1.60385; 0.0392276; -1.67124;-1.76761; 0.122223; -1.64911;-1.76338; -0.0586786; -1.62404;-1.85047; 0.231115; -0.330168;-1.84744; -0.167382; -2.61258
4.192;-1.60226; 0.0393877; -1.67163;-1.76596; 0.122358; -1.65686;-1.76171; -0.0585926; -1.61739;-1.85028; 0.23058; -0.391552;-1.84711; -0.166833; -2.5691
4.208;-1.60067; 0.0395485; -1.67203;-1.7643; 0.122506; -1.66459;-1.76003; -0.058518; -1.61073;-1.85007; 0.230107; -0.454995;-1.84675; -0.166298; -2.52558
4.224;-1.59908; 0.0397106; -1.67186;-1.76265; 0.122665; -1.67242;-1.75837; -0.0584555; -1.60316;-1.84981; 0.229609; -0.516357;-1.8463; -0.165689; -2.48556
4.24;-1.59748; 0.0398724; -1.67169;-1.76101; 0.122838; -1.68023;-1.75671; -0.0584058; -1.59559;-1.84952; 0.22913; -0.57767;-1.84583; -0.1651; -2.44557
4.256;-1.59589; 0.0400338; -1.67151;-1.75936; 0.123024; -1.68805;-1.75505; -0.058369; -1.58802;-1.8492; 0.228669; -0.638923;-1.84533; -0.164531; -2.4056
4.272;-1.59429; 0.040195; -1.67134;-1.75772; 0.123223; -1.69586;-1.75339; -0.058345; -1.58046;-1.84886; 0.228229; -0.700087;-1.84482; -0.163983; -2.36564
4.288;-1.5927; 0.0403558; -1.67117;-1.7561; 0.123433; -1.70322;-1.75175; -0.0583338; -1.57348;-1.84836; 0.227668; -0.752915;-1.84421; -0.163386; -2.32888
4.304;-1.5911; 0.0405164; -1.67099;-1.75447; 0.123654; -1.71058;-1.75011; -0.0583341; -1.5665;-1.84783; 0.227133; -0.805797;-1.84358; -0.162812; -2.29216
4.32;-1.58951; 0.0406766; -1.67081;-1.75285; 0.123887; -1.71794;-1.74847; -0.0583459; -1.55952;-1.84728; 0.226622; -0.858657;-1.84293; -0.162261; -2.25544
4.336;-1.58791; 0.0408366; -1.67064;-1.75124; 0.124132; -1.7253;-1.74683; -0.0583691; -1.55255;-1.8467; 0.22614; -0.911559;-1.84226; -0.161734; -2.21874
4.352;-1.58631; 0.0409967; -1.67064;-1.74963; 0.124387; -1.7312;-1.7452; -0.0584037; -1.54686;-1.84602; 0.225635; -0.960771;-1.8415; -0.161178; -2.18417
4.368;-1.58471; 0.0411569; -1.67064;-1.74803; 0.124651; -1.7371;-1.74357; -0.0584472; -1.54117;-1.84532; 0.225163; -1.01004;-1.84072; -0.16065; -2.1496
4.384;-1.58312; 0.0413171; -1.67065;-1.74643; 0.124924; -1.74299;-1.74194; -0.0584997; -1.5355;-1.8446; 0.224725; -1.05938;-1.83992; -0.160148; -2.11503
4.4;-1.58152; 0.0414773; -1.67065;-1.74483; 0.125207; -1.74888;-1.74031; -0.0585614; -1.52982;-1.84385; 0.224323; -1.10874;-1.83911; -0.159674; -2.08046
4.416;-1.57992; 0.0416371; -1.6708;-1.74325; 0.125496; -1.75256;-1.73869; -0.0586319; -1.52604;-1.84299; 0.223909; -1.15342;-1.83821; -0.159186; -2.0487
4.432;-1.57832; 0.0417972; -1.67095;-1.74166; 0.125792; -1.75625;-1.73707; -0.0587082; -1.52226;-1.84213; 0.223545; -1.19741;-1.83729; -0.158728; -2.01694
4.448;-1.57673; 0.0419576; -1.6711;-1.74007; 0.126092; -1.75992;-1.73545; -0.0587903; -1.51849;-1.84125; 0.22321; -1.24159;-1.83635; -0.158299; -1.98517
4.464;-1.57513; 0.0421182; -1.67125;-1.73849; 0.126399; -1.7636;-1.73383; -0.0588783; -1.51472;-1.84036; 0.222913; -1.28529;-1.83541; -0.157899; -1.9534
4.48;-1.57354; 0.0422784; -1.67164;-1.73692; 0.126708; -1.76477;-1.73221; -0.0589719; -1.5132;-1.83937; 0.222645; -1.3244;-1.83437; -0.157498; -1.92536
